?,?????,??????, ????? , ?????? ,?????,???????
478,stent Resolute Integrity 4.00-22,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
479,stent Resolute Integrity 4.00-26,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
480,stent Resolute Integrity 4.00-30,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
481,stent Resolute Integrity 4.00-34,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
482,stent Resolute Integrity 4.00-38,1," 4,500.0 "," 4,500.0 ",7-?????? ?????,2/7/2024
483,stent Resolute Oneyx 4.50-18,1," 6,500.0 "," 6,500.0 ",7-?????? ?????,2/7/2024
484,stent Resolute Oneyx 5.00-18,1," 6,500.0 "," 6,500.0 ",7-?????? ?????,2/7/2024
634,KDL-INT PTA Wire 0.18×300,4," 3,508.8 "," 14,035.1 ",7-?????? ?????? ????????,2/13/2024
1061,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 4,386.0 "," 4,386.0 ",7-?????? ?????? ????????,3/5/2024
1062,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 4,386.0 "," 4,386.0 ",7-?????? ?????? ????????,3/5/2024
368,BARTY Cross over 55c-6f,1," 5,263.2 "," 5,263.2 ",7-?????? ??????,2/3/2024
623,KDL_Introducer set transradial 6F_110mm,30, 482.5 ," 14,473.7 ",7-?????? ??????,2/12/2024
219,KDL_Introducer set femoral 7F,50, 429.8 ," 21,491.2 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,1/21/2024
220,SUNMED_Guide wire 260cm*0.35_ J-tip,10, 482.5 ," 4,824.6 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,1/21/2024
221,SUNMED_Manifold and stopcocks,100, 78.9 ," 7,894.7 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,1/21/2024
256,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,263.2 "," 5,263.2 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,1/24/2024
295,SUNMED_Disposable Needle,40, 48.2 ," 1,929.8 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,1/30/2024
618,KDL_Introducer set femoral 7F,50, 429.8 ," 21,491.2 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,2/12/2024
931,KDL_Introducer set femoral 6F,150, 355.3 ," 53,289.5 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,3/3/2024
932,KDL_Introducer set femoral 8F,20, 530.7 ," 10,614.0 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,3/3/2024
933,SUNMED_Manifold and stopcocks,150, 78.9 ," 11,842.1 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,3/3/2024
1036,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 5,263.2 "," 5,263.2 ",7-?????? ??????? ??????? ?????? ??? ??? ?????????,3/4/2024
72,KDL_Introducer set femoral 8F,10, 271.9 ," 2,719.3 ",7-?????? ?????? ?????????,1/11/2024
73,KDL_Introducer set femoral 7F,10, 272.0 ," 2,719.8 ",7-?????? ?????? ?????????,1/11/2024
74,SUNMED_TR Closure band,25, 307.0 ," 7,675.4 ",7-?????? ?????? ?????????,1/11/2024
75,SUNMED_Haemostatic valves p&p,500, 153.5 ," 76,754.4 ",7-?????? ?????? ?????????,1/11/2024
76,KDL angiography  Catheter Sim 2 5f,5, 789.5 ," 3,947.4 ",7-?????? ?????? ?????????,1/11/2024
77,KDL angiography  Catheter PIG 5f,5, 390.4 ," 1,951.8 ",7-?????? ?????? ?????????,1/11/2024
78,SUNMED_Guide wire 0.035x150cm_ J-tip,500, 157.9 ," 78,947.4 ",7-?????? ?????? ?????????,1/11/2024
79,KDL angiography  Catheter C2-5F/65CM,15, 789.5 ," 11,842.1 ",7-?????? ?????? ?????????,1/11/2024
845,KDL angiography  Catheter RIM -5F,10, 789.5 ," 7,894.7 ",7-?????? ?????? ?????????,2/25/2024
846,KDL_Introducer set femoral 6F,100, 271.9 ," 27,193.0 ",7-?????? ?????? ?????????,2/25/2024
847,SUNMED_Haemostatic valves p&p,100, 153.5 ," 15,350.9 ",7-?????? ?????? ?????????,2/25/2024
848,SUNMED_Guide wire 0.035x150cm_ J-tip,50, 157.9 ," 7,894.7 ",7-?????? ?????? ?????????,2/25/2024
849,KDL angiography  Catheter MP 5F,5, 789.5 ," 3,947.4 ",7-?????? ?????? ?????????,2/25/2024
850,KDL_Introducer set femoral 8F,10, 271.9 ," 2,719.3 ",7-?????? ?????? ?????????,2/25/2024
851,KDL_Introducer set femoral 7F,20, 271.9 ," 5,438.6 ",7-?????? ?????? ?????????,2/25/2024
890,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 3,728.1 "," 3,728.1 ",7-?????? ?????? ?????????,2/28/2024
8,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,7-?????? ?????,1/3/2024
1243,KDL angiography  Catheter AL1  6F,5, 526.3 ," 2,631.6 ",7-?????? ?????,3/16/2024
1246,BARTY Cross over 55c-6f,1," 8,771.9 "," 8,771.9 ",7-?????? ?????,3/17/2024
1247,PTA Balloon _MINERVA 0.18 _803-030080-150,1," 7,894.7 "," 7,894.7 ",7-?????? ?????,3/17/2024
619,KDL angiography  Catheter JL3.5 6F,100, 438.6 ," 43,859.6 ",7-?????? ????????,2/12/2024
620,KDL angiography  Catheter JL4.0 6F,100, 438.6 ," 43,859.6 ",7-?????? ????????,2/12/2024
621,KDL angiography  Catheter JR3.5   6F,100, 438.6 ," 43,859.6 ",7-?????? ????????,2/12/2024
622,KDL angiography  Catheter Tig,50, 438.6 ," 21,929.8 ",7-?????? ????????,2/12/2024
252,SUNMED_Guide wire 0.038x150cm_ J-tip,500, 157.9 ," 78,947.4 ",7-?????? ?????? ???????? ????????,1/24/2024
253,KDL angiography  Catheter Ver  5F,10, 789.5 ," 7,894.7 ",7-?????? ?????? ???????? ????????,1/24/2024
254,KDL angiography  Catheter Ver  4F,5, 789.5 ," 3,947.4 ",7-?????? ?????? ???????? ????????,1/24/2024
745,KDL angiography  Catheter MP 6F,20, 482.5 ," 9,649.1 ",7-?????? ?????? ???????? ????????,2/19/2024
950,KDL_Introducer set femoral 6F,500, 307.0 ," 153,508.8 ",7-?????? ?????? ???????? ????????,3/3/2024
951,SUNMED_Guide wire 0.038x150cm_ J-tip,1000, 197.4 ," 197,368.4 ",7-?????? ?????? ???????? ????????,3/3/2024
952,KDL angiography  Catheter PIG 6f,20, 482.5 ," 9,649.1 ",7-?????? ?????? ???????? ????????,3/3/2024
953,Balloon SC Sprinter 2.00-15,45," 1,315.8 "," 59,210.5 ",7-?????? ?????? ???????? ????????,3/3/2024
954,Balloon SC Sprinter 2.00-20,45," 1,315.8 "," 59,210.5 ",7-?????? ?????? ???????? ????????,3/3/2024
955,Balloon SC Sprinter 2.50-15,30," 1,315.8 "," 39,473.7 ",7-?????? ?????? ???????? ????????,3/3/2024
956,Balloon NC Solarice 2.75-12,9," 1,315.8 "," 11,842.1 ",7-?????? ?????? ???????? ????????,3/3/2024
957,Balloon NC Solarice 3.00-15,17," 1,315.8 "," 22,368.4 ",7-?????? ?????? ???????? ????????,3/3/2024
958,Balloon NC Solarice 3.50-15,20," 1,315.8 "," 26,315.8 ",7-?????? ?????? ???????? ????????,3/3/2024
959,Balloon NC Solarice 4.00-12,6," 1,315.8 "," 7,894.7 ",7-?????? ?????? ???????? ????????,3/3/2024
960,Balloon NC Solarice 4.00-15,6," 1,315.8 "," 7,894.7 ",7-?????? ?????? ???????? ????????,3/3/2024
1015,Balloon NC Solarice 4.50-12,11," 1,315.8 "," 14,473.7 ",7-?????? ?????? ???????? ????????,3/3/2024
1016,Balloon NC Solarice 4.50-15,11," 1,315.8 "," 14,473.7 ",7-?????? ?????? ???????? ????????,3/3/2024
174,BARTY long sheath straight   90c-6F,1," 5,263.2 "," 5,263.2 ",7-?????? ??? ??????,1/18/2024
1380,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,000.0 "," 5,000.0 ",7-?????? ???????(???? ???????),3/25/2024
4,KDL angiography  Catheter MP 5F,10, 526.3 ," 5,263.2 ",8-????? ??? ?????? ????????????,1/1/2024
719,KDL angiography  Catheter MP  4F,2, 526.3 ," 1,052.6 ",8-????? ??? ?????? ????????????,2/18/2024
720,KDL angiography  Catheter PIG 4f,2, 526.3 ," 1,052.6 ",8-????? ??? ?????? ????????????,2/18/2024
852,KDL angiography  Catheter MP  4F,3, 526.3 ," 1,579.0 ",8-????? ??? ?????? ????????????,2/25/2024
853,KDL angiography  Catheter PIG 4f,3, 526.3 ," 1,579.0 ",8-????? ??? ?????? ????????????,2/25/2024
854,KDL angiography  Catheter Ver  5F,5," 1,008.8 "," 5,043.9 ",8-????? ??? ?????? ????????????,2/25/2024
1063,Balloon SC Sprinter 1.50-20,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1064,Balloon SC Sprinter 2.00-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1065,Balloon SC Sprinter 2.00-20,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1066,Balloon SC Sprinter 2.50-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1067,Balloon SC Solarice 1.50-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1068,Balloon SC Solarice 2.50-12,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1069,Balloon NC Solarice 3.00-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1070,Balloon NC Solarice 3.50-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1071,Balloon NC Solarice 4.00-12,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1072,Balloon NC Solarice 4.00-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1073,Balloon NC Solarice 4.50-12,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1074,Balloon NC Solarice 4.50-15,7," 1,315.8 "," 9,210.5 ",8-????? ??? ?????? ????????????,3/5/2024
1075,Launcher Guiding catheter EBU3.5 6F,400," 1,228.1 "," 491,228.0 ",8-????? ??? ?????? ????????????,3/5/2024
1076,Launcher Guiding catheter EBU3.0 6F,5," 1,228.1 "," 6,140.4 ",8-????? ??? ?????? ????????????,3/5/2024
1077,Launcher Guiding catheter JR3.5   6F,25," 1,228.1 "," 30,701.8 ",8-????? ??? ?????? ????????????,3/5/2024
1078,Launcher Guiding catheter 3drc     6f,10," 1,228.1 "," 12,280.7 ",8-????? ??? ?????? ????????????,3/5/2024
1079,Launcher Guiding catheter EBU4.0 6F,5," 1,228.1 "," 6,140.4 ",8-????? ??? ?????? ????????????,3/5/2024
1080,Aspiratition Catheter Export Advance,1," 4,386.0 "," 4,386.0 ",8-????? ??? ?????? ????????????,3/5/2024
35,SUNMED_Manifold and stopcocks,50, 65.8 ," 3,289.5 ",8-?????? ?????? 6 ??????,1/4/2024
36,KDL angiography  Catheter JR3.5   6F,50, 394.7 ," 19,736.8 ",8-?????? ?????? 6 ??????,1/4/2024
245,KDL angiography  Catheter JL3.5 6F,20, 394.7 ," 7,894.7 ",8-?????? ?????? 6 ??????,1/23/2024
284,SUNMED_Manifold and stopcocks,25, 65.8 ," 1,644.7 ",8-?????? ?????? 6 ??????,1/28/2024
285,SUNMED_Guide wire 0.035x150cm_ J-tip,25, 193.0 ," 4,824.6 ",8-?????? ?????? 6 ??????,1/28/2024
1024,BARTY long sheath straight   55c-6F,1," 7,500.0 "," 7,500.0 ",8-?????? ??? ?????? 6 ??????,3/4/2024
1265,SUNMED_Disposable Needle,200, 61.4 ," 12,280.7 ",8-?????? ??? ?????? 6 ??????,3/18/2024
1133,KDL_Introducer set femoral 8F,1, 877.2 , 877.2 ,8-?????? ??????????????,3/7/2024
1134,KDL angiography  Catheter RIM -5F,1," 1,754.4 "," 1,754.4 ",8-?????? ??????????????,3/7/2024
1394,PTA Balloon _MINERVA 0.18 _803-030100-150,1," 6,359.7 "," 6,359.7 ",8-?????? ??????????????,3/26/2024
1395,SUNMED _Inflation Device,1, 657.9 , 657.9 ,8-?????? ??????????????,3/26/2024
125,KDL angiography  Catheter Ver  5F,1, 877.2 , 877.2 ,9-?????? ????? ????? ??????,1/16/2024
126,KDL angiography  Catheter Ver  5F,9, 877.2 ," 7,894.7 ",9-?????? ????? ????? ??????,1/16/2024
127,KDL_Introducer set femoral 8F,4, 438.6 ," 1,754.4 ",9-?????? ????? ????? ??????,1/16/2024
554,KDL Guiding Catheter XB3.5 7F,1," 1,315.8 "," 1,315.8 ",9-?????? ????? ????? ??????,2/10/2024
677,SUNMED_Guide wire 0.035x150cm_ s-tip,50, 184.2 ," 9,210.5 ",9-?????? ????? ????? ??????,2/15/2024
1135,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 3,947.4 "," 3,947.4 ",9-?????? ????? ????? ??????,3/7/2024
87,KDL angiography  Catheter Tig,10, 456.1 ," 4,561.4 ",9-?????? ????????,1/13/2024
88,KDL angiography  Catheter JR4.0   6F,100, 456.1 ," 45,614.0 ",9-?????? ????????,1/13/2024
89,KDL angiography  Catheter JL4.0 6F,10, 456.1 ," 4,561.4 ",9-?????? ????????,1/13/2024
90,KDL angiography  Catheter 3DRC,50, 456.1 ," 22,807.0 ",9-?????? ????????,1/13/2024
63,SUNMED_Guide wire 0.035x150cm_ J-tip,175, 180.0 ," 31,500.0 ",9-?????? ??????? ????????,1/10/2024
64,KDL angiography  Catheter JL4.0 6F,20, 420.0 ," 8,400.0 ",9-?????? ??????? ????????,1/10/2024
65,KDL angiography  Catheter JR4.0   6F,90, 420.0 ," 37,800.0 ",9-?????? ??????? ????????,1/10/2024
66,KDL angiography  Catheter JR3.5   6F,41, 420.0 ," 17,220.0 ",9-?????? ??????? ????????,1/10/2024
1235,KDL angiography  Catheter JL4.0 6F,25, 500.0 ," 12,500.0 ",9-?????? ??????? ????????,3/16/2024
1236,KDL angiography  Catheter JR4.0   6F,75, 500.0 ," 37,500.0 ",9-?????? ??????? ????????,3/16/2024
1237,KDL_Introducer set femoral 6F,150, 350.0 ," 52,500.0 ",9-?????? ??????? ????????,3/16/2024
6,Lifetech_Fustar Steerable Introducer 10F -800,1," 20,175.0 "," 20,175.0 ",9-?????? ??? ??? ???????,1/2/2024
17,BARTY Cross over 55c-7f,4," 6,052.6 "," 24,210.5 ",9-?????? ??? ??? ???????,1/3/2024
448,KDL angiography  Catheter RIM -5F,1, 907.0 , 907.0 ,9-?????? ??? ??? ???????,2/7/2024
449,Lifetech_Fustar Steerable Introducer 10F -800,1," 20,175.0 "," 20,175.0 ",9-?????? ??? ??? ???????,2/7/2024
1125,KDL_Introducer set femoral 10F,1," 3,070.2 "," 3,070.2 ",9-?????? ??? ??? ???????,3/7/2024
563,DXTerity Diagnostic Catheter JR4.0,10, 600.0 ," 6,000.0 ",9-?????? ????? ?????,2/12/2024
564,DXTerity Diagnostic Catheter JL3.5,10, 600.0 ," 6,000.0 ",9-?????? ????? ?????,2/12/2024
565,KDL angiography  Catheter JL4.5 6F,5, 600.0 ," 3,000.0 ",9-?????? ????? ?????,2/12/2024
566,KDL angiography  Catheter JL5.0 6F,2, 600.0 ," 1,200.0 ",9-?????? ????? ?????,2/12/2024
567,KDL angiography  Catheter JL4.0 6F,25, 600.0 ," 15,000.0 ",9-?????? ????? ?????,2/12/2024
568,KDL angiography  Catheter JR3.5   6F,25, 600.0 ," 15,000.0 ",9-?????? ????? ?????,2/12/2024
569,KDL angiography  Catheter 3DRC,20, 600.0 ," 12,000.0 ",9-?????? ????? ?????,2/12/2024
570,KDL angiography  Catheter AL1  6F,3, 600.0 ," 1,800.0 ",9-?????? ????? ?????,2/12/2024
571,Launcher Guiding catheter JL4.0    6F,20," 1,500.0 "," 30,000.0 ",9-?????? ????? ?????,2/12/2024
572,Launcher Guiding catheter EBU3.0 6F,4," 1,500.0 "," 6,000.0 ",9-?????? ????? ?????,2/12/2024
573,Launcher Guiding catheter EBU4.0 6F,5," 1,500.0 "," 7,500.0 ",9-?????? ????? ?????,2/12/2024
574,Launcher Guiding catheter JR3.5   6F,10," 1,500.0 "," 15,000.0 ",9-?????? ????? ?????,2/12/2024
575,Launcher Guiding catheter JR4.0   6F,30," 1,500.0 "," 45,000.0 ",9-?????? ????? ?????,2/12/2024
576,Launcher Guiding catheter 3drc     6f,19," 1,500.0 "," 28,500.0 ",9-?????? ????? ?????,2/12/2024
577,KDL Guiding Catheter JL3.5 6F,10," 1,500.0 "," 15,000.0 ",9-?????? ????? ?????,2/12/2024
578,KDL Guiding Catheter AL1 6F,2," 1,500.0 "," 3,000.0 ",9-?????? ????? ?????,2/12/2024
579,stent Resolute Integrity 3.00-22,3," 4,500.0 "," 13,500.0 ",9-?????? ????? ?????,2/12/2024
580,stent Resolute Integrity 3.00-26,2," 4,500.0 "," 9,000.0 ",9-?????? ????? ?????,2/12/2024
581,stent Resolute Integrity 3.00-30,4," 4,500.0 "," 18,000.0 ",9-?????? ????? ?????,2/12/2024
582,stent Resolute Integrity 3.00-34,9," 4,500.0 "," 40,500.0 ",9-?????? ????? ?????,2/12/2024
583,stent Resolute Integrity 3.00-38,10," 4,500.0 "," 45,000.0 ",9-?????? ????? ?????,2/12/2024
584,stent Resolute Integrity 3.50-22,2," 4,500.0 "," 9,000.0 ",9-?????? ????? ?????,2/12/2024
585,stent Resolute Integrity 3.50-26,3," 4,500.0 "," 13,500.0 ",9-?????? ????? ?????,2/12/2024
586,stent Resolute Integrity 3.50-30,5," 4,500.0 "," 22,500.0 ",9-?????? ????? ?????,2/12/2024
587,stent Resolute Integrity 3.50-34,4," 4,500.0 "," 18,000.0 ",9-?????? ????? ?????,2/12/2024
588,stent Resolute Integrity 3.50-38,6," 4,500.0 "," 27,000.0 ",9-?????? ????? ?????,2/12/2024
589,stent Resolute Integrity 4.00-30,1," 4,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
590,stent Resolute Integrity 4.00-34,1," 4,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
591,Balloon SC Sprinter 2.50-20,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
592,Balloon SC Sprinter 2.50-15,4," 1,500.0 "," 6,000.0 ",9-?????? ????? ?????,2/12/2024
593,Balloon SC Sprinter 2.00-20,2," 1,500.0 "," 3,000.0 ",9-?????? ????? ?????,2/12/2024
594,Balloon SC Sprinter 2.00-15,4," 1,500.0 "," 6,000.0 ",9-?????? ????? ?????,2/12/2024
595,Balloon SC Sprinter 2.00-12,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
596,Balloon SC Sprinter 1.50-20,1," 1,500.0 "," 1,500.0 ",9-?????? ????? ?????,2/12/2024
597,Balloon SC Sprinter 1.25-15,1," 1,500.0 "," 1,500.0 ",9-?????? ????? ?????,2/12/2024
598,Balloon SC Sprinter 1.25-12,2," 1,500.0 "," 3,000.0 ",9-?????? ????? ?????,2/12/2024
599,Balloon NC Solarice 2.75-20,4," 1,500.0 "," 6,000.0 ",9-?????? ????? ?????,2/12/2024
600,Balloon NC Solarice 3.00-12,4," 1,500.0 "," 6,000.0 ",9-?????? ????? ?????,2/12/2024
601,Balloon NC Solarice 3.25-12,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
602,Balloon NC Solarice 3.25-15,4," 1,500.0 "," 6,000.0 ",9-?????? ????? ?????,2/12/2024
603,Balloon NC Solarice 3.25-20,2," 1,500.0 "," 3,000.0 ",9-?????? ????? ?????,2/12/2024
604,Balloon NC Solarice 3.50-12,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
605,Balloon NC Solarice 3.50-15,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
606,Balloon NC Solarice 3.75-15,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
607,Balloon NC Solarice 3.75-20,1," 1,500.0 "," 1,500.0 ",9-?????? ????? ?????,2/12/2024
608,Balloon NC Solarice 4.00-15,3," 1,500.0 "," 4,500.0 ",9-?????? ????? ?????,2/12/2024
1288,SUNMED_TR Closure band,5, 450.0 ," 2,250.0 ",9-?????? ????? ?????,3/19/2024
1289,KDL_Introducer set transradial 6F_110mm,5, 600.0 ," 3,000.0 ",9-?????? ????? ?????,3/19/2024
1290,KDL_Introducer set femoral 6F,20, 450.0 ," 9,000.0 ",9-?????? ????? ?????,3/19/2024
1291,KDL_Introducer set femoral 7F,10, 550.0 ," 5,500.0 ",9-?????? ????? ?????,3/19/2024
1292,SUNMED_Guide wire 0.035x150cm_ J-tip,20, 290.0 ," 5,800.0 ",9-?????? ????? ?????,3/19/2024
1293,SUNMED_Manifold and stopcocks,20, 90.0 ," 1,800.0 ",9-?????? ????? ?????,3/19/2024
1294,KDL_Introducer set transradial 7F_110mm,10, 600.0 ," 6,000.0 ",9-?????? ????? ?????,3/19/2024
507,SINOCARE_Blood Glucose Meter,2, 95.0 , 190.0 ,????? ????,2/10/2024
508,SINOCARE_Blood Glucose Test Strip,4, 150.0 , 600.0 ,????? ????,2/10/2024
56,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,000.0 "," 4,000.0 ",????? ??? ? ????,1/10/2024
132,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,????? ??? ? ????,1/17/2024
210,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ? ????,1/21/2024
211,KDL angiography  Catheter Ver  4F,1," 1,000.0 "," 1,000.0 ",????? ??? ? ????,1/21/2024
238,KDL_Introducer set femoral 6F,1, 500.0 , 500.0 ,????? ??? ? ????,1/23/2024
239,KDL angiography  Catheter RIM -5F,1," 1,000.0 "," 1,000.0 ",????? ??? ? ????,1/23/2024
338,KDL angiography  Catheter PIG 6f,1, 550.0 , 550.0 ,????? ??? ? ????,1/31/2024
366,BARTY Cross over 55c-6f,1," 3,000.0 "," 3,000.0 ",????? ??? ? ????,2/3/2024
367,KDL angiography  Catheter RIM -5F,1, 500.0 , 500.0 ,????? ??? ? ????,2/3/2024
471,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ? ????,2/7/2024
472,PTA Balloon _MINERVA 0.18 _803-025200-150,1," 4,750.0 "," 4,750.0 ",????? ??? ? ????,2/7/2024
558,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ? ????,2/10/2024
678,KDL angiography  Catheter Ver  5F,15," 1,100.0 "," 16,500.0 ",????? ??? ? ????,2/15/2024
679,KDL angiography  Catheter Ver  4F,5," 1,100.0 "," 5,500.0 ",????? ??? ? ????,2/15/2024
700,BARTY Cross over 55c-6f,1," 3,000.0 "," 3,000.0 ",????? ??? ? ????,2/17/2024
701,KDL angiography  Catheter RIM -5F,1, 500.0 , 500.0 ,????? ??? ? ????,2/17/2024
753,PTA Balloon _ATROPOS 0.35 _819-040200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ? ????,2/19/2024
754,KDL_Introducer set femoral 9F,1," 3,000.0 "," 3,000.0 ",????? ??? ? ????,2/19/2024
784,PTA Balloon _ATROPOS 0.35 _819-050100-150,1," 4,200.0 "," 4,200.0 ",????? ??? ? ????,2/21/2024
824,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ? ????,2/24/2024
963,BARTY Cross over 55c-6f,1," 6,000.0 "," 6,000.0 ",????? ??? ? ????,3/3/2024
964,KDL angiography  Catheter RIM -5F,1," 1,000.0 "," 1,000.0 ",????? ??? ? ????,3/3/2024
983,KDL angiography  Catheter RIM -5F,1," 1,100.0 "," 1,100.0 ",????? ??? ? ????,3/3/2024
984,KDL angiography  Catheter Ver  5F,1," 1,100.0 "," 1,100.0 ",????? ??? ? ????,3/3/2024
985,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ? ????,3/3/2024
1176,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ? ????,3/12/2024
1177,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ? ????,3/12/2024
1178,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,500.0 "," 2,500.0 ",????? ??? ? ????,3/12/2024
1217,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,800.0 "," 4,800.0 ",????? ??? ? ????,3/14/2024
1218,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,800.0 "," 4,800.0 ",????? ??? ? ????,3/14/2024
1219,KDL-INT PTA Wire 0.18×300,1," 3,700.0 "," 3,700.0 ",????? ??? ? ????,3/14/2024
1227,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ? ????,3/14/2024
1228,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,500.0 "," 2,500.0 ",????? ??? ? ????,3/14/2024
1282,KDL-INT PTA Wire 0.18×300,1," 4,000.0 "," 4,000.0 ",????? ??? ? ????,3/19/2024
1283,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,500.0 "," 2,500.0 ",????? ??? ? ????,3/19/2024
1284,SUNMED _Inflation Device,1, 500.0 , 500.0 ,????? ??? ? ????,3/19/2024
1285,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 5,000.0 "," 5,000.0 ",????? ??? ? ????,3/19/2024
1286,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ? ????,3/19/2024
1426,SUNMED _Inflation Device,1," 1,000.0 "," 1,000.0 ",????? ??? ? ????,3/28/2024
1427,KDL_Introducer set femoral 8F,1," 1,000.0 "," 1,000.0 ",????? ??? ? ????,3/28/2024
1428,KDL angiography  Catheter RIM -5F,1," 1,500.0 "," 1,500.0 ",????? ??? ? ????,3/28/2024
1429,PTA Balloon _HERMES 0.35 _820-030150-150,1," 6,500.0 "," 6,500.0 ",????? ??? ? ????,3/28/2024
1430,PTA Balloon _ATROPOS 0.35 _819-040200-150,1," 5,500.0 "," 5,500.0 ",????? ??? ? ????,3/28/2024
1431,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,500.0 "," 5,500.0 ",????? ??? ? ????,3/28/2024
7,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.????? ????,1/3/2024
9,KDL-INT PTA Wire 0.18×300,1," 2,500.0 "," 2,500.0 ",????? ??? ?.????? ????,1/3/2024
10,PTA Balloon Drug Coated ZY130025012035A,1," 17,000.0 "," 17,000.0 ",????? ??? ?.????? ????,1/3/2024
11,KDL_Introducer set femoral 6F,1, 300.0 , 300.0 ,????? ??? ?.????? ????,1/3/2024
12,KDL_Introducer set transradial 6F_110mm,1, 450.0 , 450.0 ,????? ??? ?.????? ????,1/3/2024
13,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 3,800.0 "," 3,800.0 ",????? ??? ?.????? ????,1/3/2024
14,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 3,800.0 "," 3,800.0 ",????? ??? ?.????? ????,1/3/2024
